created_at,entry_id,voltage,current,power,energy,frequency,power factor,temp
2/17/2025 10:46,1031,237.49,0.126,20.3,31.437,50.44,0.68,39.1
2/17/2025 10:47,1032,237.55,0.129,25.7,1.222,49.65,0.84,39.1
2/17/2025 10:48,1033,237.56,0.11,12.8,24.096,49.71,0.49,39.1
2/17/2025 10:49,1034,237.57,0.052,8.1,8.27,49.66,0.66,39.2
2/17/2025 10:50,1035,237.57,0.058,12.8,21.416,49.94,0.93,39.1
2/17/2025 10:51,1036,237.57,0.062,7.3,43.737,49.93,0.5,39.1
2/17/2025 10:52,1037,237.59,0.022,4.4,28.824,49.65,0.82,39.2
2/17/2025 10:53,1038,237.6,0.051,11.2,26.22,50.12,0.93,39.3
2/17/2025 10:54,1039,237.61,0.127,19.5,7.122,50.01,0.64,39.3
2/17/2025 10:55,1040,237.62,0.106,17.1,35.245,49.75,0.68,39.3
2/17/2025 10:56,1041,237.64,0.109,21,4.666,50.1,0.81,39.3
2/17/2025 10:57,1042,237.65,0.079,8.5,14.516,49.91,0.45,39.4
2/17/2025 10:58,1043,237.67,0.032,5.6,18.406,49.93,0.74,39.4
2/17/2025 10:59,1044,237.67,0.123,12.7,19.332,49.83,0.43,39.4
2/17/2025 11:00,1045,237.71,0.062,7.3,27.295,50.34,0.49,39.4
2/17/2025 11:01,1046,237.72,0.116,18.3,6.125,50.4,0.67,39.4
2/17/2025 11:02,1047,237.72,0.051,11.1,11.291,50.49,0.92,39.4
2/17/2025 11:03,1048,237.78,0.035,3.5,36.224,50.47,0.41,39.4
2/17/2025 11:04,1049,237.79,0.044,7.3,4.645,50.19,0.7,39.4
2/17/2025 11:05,1050,237.81,0.089,8.8,6.247,49.82,0.41,39.4
2/17/2025 11:06,1051,237.83,0.042,6.6,45.398,49.6,0.67,39.5
2/17/2025 11:07,1052,237.86,0.113,24.7,30.863,49.93,0.92,39.5
2/17/2025 11:08,1053,237.86,0.116,18.5,40.041,49.97,0.67,39.5
2/17/2025 11:09,1054,237.87,0.021,3.5,36.095,49.88,0.71,39.5
2/17/2025 11:10,1055,237.88,0.02,3.2,23.111,50.35,0.67,39.5
2/17/2025 11:11,1056,237.9,0.058,11.9,30.674,50.11,0.87,39.5
2/17/2025 11:12,1057,237.91,0.087,17.9,23.22,49.83,0.87,39.5
2/17/2025 11:13,1058,237.95,0.047,7.7,44.516,50.44,0.68,39.5
2/17/2025 11:14,1059,237.96,0.1,14.2,8.24,50.32,0.6,39.6
2/17/2025 11:15,1060,237.96,0.072,10.6,54.392,49.6,0.62,39.5
2/17/2025 11:16,1061,237.98,0.023,3.2,21.143,50.14,0.6,39.6
2/17/2025 11:17,1062,237.98,0.121,26.5,27.331,50.18,0.92,39.6
2/17/2025 11:18,1063,238,0.02,3.1,24.682,50.06,0.66,39.6
2/17/2025 11:19,1064,238,0.049,10,28.201,49.6,0.86,39.6
2/17/2025 11:20,1065,238.02,0.083,19.1,2.546,49.68,0.96,39.6
2/17/2025 11:21,1066,238.05,0.079,16,3.444,50.39,0.84,39.6
2/17/2025 11:22,1067,238.05,0.134,14.9,7.936,50.34,0.47,39.6
2/17/2025 11:23,1068,238.07,0.026,5.5,17.909,49.55,0.9,39.6
2/17/2025 11:24,1069,238.09,0.13,28.7,3.149,49.9,0.93,39.7
2/17/2025 11:25,1070,238.1,0.048,5.9,39.966,50,0.52,39.7
2/17/2025 11:26,1071,238.13,0.097,20.8,37.139,50.16,0.9,39.7
2/17/2025 11:27,1072,238.14,0.137,21,53.219,49.76,0.64,39.7
2/17/2025 11:28,1073,238.15,0.075,14.3,13.736,49.67,0.81,39.7
2/17/2025 11:29,1074,238.16,0.072,8.8,33.215,50.19,0.51,39.7
2/17/2025 11:30,1075,238.2,0.078,16.9,8.44,50.19,0.91,39.8
2/17/2025 11:31,1076,238.21,0.039,6.6,12.51,50.3,0.7,39.8
2/17/2025 11:32,1077,238.22,0.14,20.4,13.867,50.42,0.61,39.8
2/17/2025 11:33,1078,238.22,0.071,15.7,48.692,49.96,0.93,39.8
2/17/2025 11:34,1079,238.23,0.026,5.9,39.905,50.3,0.95,39.8
2/17/2025 11:35,1080,238.24,0.019,3.3,16.351,50.38,0.72,39.9
2/17/2025 11:36,1081,238.25,0.135,31.3,23.162,50.24,0.98,39.9
2/17/2025 11:37,1082,238.28,0.118,27.4,3.085,50.35,0.97,39.9
2/17/2025 11:38,1083,238.28,0.079,14.3,26.237,49.71,0.75,39.9
2/17/2025 11:39,1084,238.28,0.026,4.7,39.04,49.89,0.75,39.9
2/17/2025 11:40,1085,238.3,0.12,16.1,50.109,50.3,0.56,39.9
2/17/2025 11:41,1086,238.34,0.123,21,48.906,49.87,0.72,39.9
2/17/2025 11:42,1087,238.36,0.133,26.1,6.702,49.84,0.82,39.9
2/17/2025 11:43,1088,238.36,0.096,16,10.732,49.82,0.7,39.9
2/17/2025 11:44,1089,238.39,0.097,17.4,9.649,49.97,0.76,40
2/17/2025 11:45,1090,238.39,0.023,4.6,10.037,50.33,0.83,39.9
2/17/2025 11:46,1091,238.4,0.032,6.7,33.105,49.67,0.88,40
2/17/2025 11:47,1092,238.41,0.141,24.3,20.756,50.41,0.72,40.1
2/17/2025 11:48,1093,238.43,0.061,7.5,17.627,50.28,0.52,40.1
2/17/2025 11:49,1094,238.44,0.113,20.4,14.225,50.36,0.76,40.1
2/17/2025 11:50,1095,238.47,0.119,12.4,41.742,49.56,0.44,40.1
2/17/2025 11:51,1096,238.47,0.086,10.2,53.72,50.47,0.5,40.1
2/17/2025 11:52,1097,238.48,0.065,6.3,40.178,49.88,0.41,40.1
2/17/2025 11:53,1098,238.51,0.058,6.7,19.144,50.17,0.48,40.1
2/17/2025 11:54,1099,238.51,0.061,6.5,40.526,50.26,0.45,40.1
2/17/2025 11:55,1100,238.52,0.075,14.6,47.854,49.61,0.81,40.1
2/17/2025 11:56,1101,238.56,0.059,13.1,0.794,49.86,0.93,40.1
2/17/2025 11:57,1102,238.57,0.04,9.2,51.04,49.88,0.95,40.1
2/17/2025 11:58,1103,238.58,0.112,24.8,52.335,49.91,0.92,40.2
2/17/2025 11:59,1104,238.59,0.029,5.4,21.819,50.09,0.78,40.2
2/17/2025 12:00,1105,238.59,0.112,26,25.32,50.24,0.97,40.2
2/17/2025 12:01,1106,238.59,0.071,14.4,38.725,49.97,0.85,40.2
2/17/2025 12:02,1107,238.61,0.112,18.6,8.96,50.21,0.69,40.3
2/17/2025 12:03,1108,238.62,0.054,5.3,16.851,49.61,0.41,40.3
2/17/2025 12:04,1109,238.62,0.116,21.8,36.772,49.98,0.79,40.3
2/17/2025 12:05,1110,238.62,0.103,13.6,47.205,49.58,0.55,40.3
2/17/2025 12:06,1111,238.65,0.118,18.3,28.282,50.34,0.65,40.3
2/17/2025 12:07,1112,238.66,0.106,15.5,23.343,50.45,0.61,40.4
2/17/2025 12:08,1113,238.66,0.062,6.1,36.316,49.81,0.41,40.4
2/17/2025 12:09,1114,238.67,0.111,17.8,1.328,50.24,0.68,40.4
2/17/2025 12:10,1115,238.68,0.027,4.5,36.43,50.21,0.71,40.4
2/17/2025 12:11,1116,238.68,0.132,18.7,39.245,49.5,0.59,40.4
2/17/2025 12:12,1117,238.69,0.071,11.3,17.21,50.4,0.66,40.4
2/17/2025 12:13,1118,238.69,0.102,14.2,28.516,49.52,0.58,40.4
2/17/2025 12:14,1119,238.7,0.057,7.1,45.671,50.32,0.52,40.5
2/17/2025 12:15,1120,238.7,0.077,16,49,49.95,0.87,40.4
2/17/2025 12:16,1121,238.72,0.103,16.9,27.824,50.35,0.69,40.5
2/17/2025 12:17,1122,238.72,0.107,17,38.102,49.86,0.66,40.5
2/17/2025 12:18,1123,238.73,0.1,16.6,36.662,50.17,0.69,40.5
2/17/2025 12:19,1124,238.75,0.125,12.6,19.05,50.13,0.42,40.6
2/17/2025 12:20,1125,238.75,0.022,4.3,53.411,49.93,0.81,40.6
2/17/2025 12:21,1126,238.76,0.097,14.3,21.297,50.3,0.62,40.6
2/17/2025 12:22,1127,238.76,0.086,19.5,24.355,50.22,0.95,40.6
2/17/2025 12:23,1128,238.77,0.058,7.7,54.438,50.07,0.56,40.6
2/17/2025 12:24,1129,238.8,0.13,18.1,43.284,50.29,0.58,40.6
2/17/2025 12:25,1130,238.8,0.137,30.3,44.084,49.96,0.93,40.6
2/17/2025 12:26,1131,238.81,0.105,14.2,15.473,49.68,0.57,40.7
2/17/2025 12:27,1132,238.81,0.104,14.1,43.88,50.13,0.57,40.6
2/17/2025 12:28,1133,238.82,0.088,16.5,42.141,50.49,0.78,40.7
2/17/2025 12:29,1134,238.83,0.061,14,18.4,49.95,0.97,40.7
2/17/2025 12:30,1135,238.84,0.064,10.5,17.04,49.83,0.69,40.7
2/17/2025 12:31,1136,238.85,0.11,14.9,6.786,50.13,0.57,40.7
2/17/2025 12:32,1137,238.86,0.099,23.1,38.434,50.18,0.97,40.7
2/17/2025 12:33,1138,238.88,0.021,2.9,10.873,50.14,0.56,40.7
2/17/2025 12:34,1139,238.89,0.141,26.2,32.364,50.43,0.78,40.8
2/17/2025 12:35,1140,238.89,0.071,8.4,37.659,49.72,0.49,40.8
2/17/2025 12:36,1141,238.9,0.11,18.5,4.32,49.57,0.7,40.8
2/17/2025 12:37,1142,238.91,0.138,24.8,30.558,49.58,0.75,40.8
2/17/2025 12:38,1143,238.92,0.08,16.9,29.782,50.36,0.88,40.8
2/17/2025 12:39,1144,238.92,0.021,2.7,32.758,50.1,0.54,40.8
2/17/2025 12:40,1145,238.94,0.039,4.8,1.354,50.4,0.52,40.9
2/17/2025 12:41,1146,238.97,0.091,17.5,16.341,50.47,0.8,40.9
2/17/2025 12:42,1147,238.99,0.08,14.8,1.288,50.22,0.78,40.9
2/17/2025 12:43,1148,239,0.058,9.8,28.111,49.53,0.7,40.9
2/17/2025 12:44,1149,239,0.123,24.1,49.482,50.49,0.82,40.9
2/17/2025 12:45,1150,239,0.021,3,53.471,49.77,0.58,40.9
2/17/2025 12:46,1151,239.01,0.052,8.6,0.443,50.46,0.7,41
2/17/2025 12:47,1152,239.01,0.139,14.5,42.265,50.15,0.44,41
2/17/2025 12:48,1153,239.04,0.117,15.3,50.922,49.83,0.55,41
2/17/2025 12:49,1154,239.06,0.056,10.2,39.163,49.64,0.76,41
2/17/2025 12:50,1155,239.08,0.1,19.9,2.998,49.75,0.83,41
2/17/2025 12:51,1156,239.09,0.053,10.3,12.282,49.75,0.81,41.1
2/17/2025 12:52,1157,239.11,0.111,24.4,47.617,50,0.92,41.1
2/17/2025 12:53,1158,239.12,0.031,3.3,7.742,50.24,0.44,41.1
2/17/2025 12:54,1159,239.12,0.045,10.4,46.476,49.84,0.96,41.1
2/17/2025 12:55,1160,239.14,0.061,12.3,3.01,49.59,0.85,41.2
2/17/2025 12:56,1161,239.14,0.115,26.5,49.847,49.99,0.96,41.2
2/17/2025 12:57,1162,239.17,0.04,6.7,5.704,49.93,0.69,41.2
2/17/2025 12:58,1163,239.19,0.042,4.9,31.916,49.91,0.48,41.2
2/17/2025 12:59,1164,239.21,0.116,15.1,30.263,49.99,0.54,41.2
2/17/2025 13:00,1165,239.26,0.13,14.5,20.131,50.02,0.46,41.3
2/17/2025 13:01,1166,239.26,0.033,5.2,54.346,49.52,0.66,41.3
2/17/2025 13:02,1167,239.27,0.116,26,50.056,50.28,0.94,41.3
2/17/2025 13:03,1168,239.27,0.028,5.9,51.118,50.17,0.88,41.3
2/17/2025 13:04,1169,239.31,0.095,11.4,45.96,50.07,0.5,41.4
2/17/2025 13:05,1170,239.33,0.032,3.9,4.916,50.41,0.51,41.4
2/17/2025 13:06,1171,239.34,0.04,4.9,5.803,50.42,0.51,41.4
2/17/2025 13:07,1172,239.35,0.108,19.7,16.702,50.48,0.76,41.4
2/17/2025 13:08,1173,239.4,0.021,2.7,47.003,50.2,0.53,41.5
2/17/2025 13:09,1174,239.41,0.073,8.9,5.534,49.57,0.51,41.5
2/17/2025 13:10,1175,239.42,0.032,4.2,18.889,50.19,0.55,41.5
2/17/2025 13:11,1176,239.43,0.121,23.8,35.141,50.11,0.82,41.5
2/17/2025 13:12,1177,239.45,0.133,20.1,47.69,49.74,0.63,41.6
2/17/2025 13:13,1178,239.45,0.12,12.7,53.568,49.56,0.44,41.6
2/17/2025 13:14,1179,239.46,0.095,22.2,4.194,49.87,0.97,41.6
2/17/2025 13:15,1180,239.46,0.072,12.1,7.959,50.4,0.7,41.6
2/17/2025 13:16,1181,239.47,0.14,14,42.6,49.9,0.42,41.6
2/17/2025 13:17,1182,239.48,0.092,9.1,14.348,49.53,0.42,41.6
2/17/2025 13:18,1183,239.49,0.102,17.7,37.313,50.39,0.72,41.6
2/17/2025 13:19,1184,239.53,0.081,17.2,0.847,50.5,0.88,41.6
2/17/2025 13:20,1185,239.56,0.025,4.5,12.09,50.35,0.76,41.7
2/17/2025 13:21,1186,239.56,0.114,17.2,20.32,49.74,0.63,41.6
2/17/2025 13:22,1187,239.61,0.03,4,8.039,50.09,0.55,41.7
2/17/2025 13:23,1188,239.62,0.033,6.5,32.291,49.87,0.83,41.7
2/17/2025 13:24,1189,239.64,0.051,5.7,38.873,50.22,0.47,41.7
2/17/2025 13:25,1190,239.65,0.131,14.8,7.484,50.15,0.47,41.7
2/17/2025 13:26,1191,239.65,0.053,6.2,13.325,49.85,0.49,41.7
2/17/2025 13:27,1192,239.65,0.127,16.4,33.029,49.99,0.54,41.7
2/17/2025 13:28,1193,239.66,0.028,6.3,2.091,50.21,0.94,41.8
2/17/2025 13:29,1194,239.66,0.022,4.3,14.366,49.99,0.8,41.8
2/17/2025 13:30,1195,239.67,0.121,21.6,9.876,50.13,0.74,41.8
2/17/2025 13:31,1196,239.67,0.036,5.7,18.346,49.97,0.67,41.8
2/17/2025 13:32,1197,239.7,0.106,19.2,16.374,50.12,0.76,41.8
2/17/2025 13:33,1198,239.7,0.04,6.2,20.563,50.35,0.65,41.8
2/17/2025 13:34,1199,239.71,0.12,26.8,12.733,50.1,0.93,41.8
2/17/2025 13:35,1200,239.72,0.087,17.8,1.412,49.88,0.85,41.8
2/17/2025 13:36,1201,239.74,0.108,14.8,44.711,50.16,0.57,41.8
2/17/2025 13:37,1202,239.77,0.131,17.9,41.909,49.63,0.57,41.8
2/17/2025 13:38,1203,239.78,0.09,10.4,52.645,49.74,0.48,41.9
2/17/2025 13:39,1204,239.79,0.072,9.8,10.716,49.52,0.57,41.9
2/17/2025 13:40,1205,239.79,0.122,23.7,23.572,50.01,0.81,41.9
2/17/2025 13:41,1206,239.8,0.039,6,17.088,50.37,0.63,41.9
2/17/2025 13:42,1207,239.83,0.132,20.8,53.082,49.93,0.66,41.9
2/17/2025 13:43,1208,239.86,0.077,13.7,46.389,50.32,0.74,41.9
2/17/2025 13:44,1209,239.88,0.093,17.2,51.889,50.11,0.77,42
2/17/2025 13:45,1210,239.9,0.132,13.5,47.816,49.5,0.43,42
2/17/2025 13:46,1211,239.93,0.026,4.5,41.645,49.55,0.71,42
2/17/2025 13:47,1212,239.93,0.076,15.8,54.971,49.55,0.87,42
2/17/2025 13:48,1213,239.95,0.112,23.8,8.382,50.38,0.88,42
2/17/2025 13:49,1214,239.95,0.11,24,25.62,50.1,0.91,42
2/17/2025 13:50,1215,239.95,0.042,9.4,52.926,49.7,0.92,42
2/17/2025 13:51,1216,239.96,0.115,12.1,36.199,49.84,0.44,42
2/17/2025 13:52,1217,239.98,0.109,24.5,23.641,50.16,0.94,42
2/17/2025 13:53,1218,239.99,0.094,19.3,37.103,50.44,0.86,42
2/17/2025 13:54,1219,240,0.06,10,4.856,49.79,0.7,42.1
2/17/2025 13:55,1220,240.02,0.14,25.8,29.24,50.27,0.77,42.1
2/17/2025 13:56,1221,240.04,0.096,9.7,18.491,50.06,0.42,42.1
2/17/2025 13:57,1222,240.05,0.033,3.5,3.304,49.84,0.45,42.1
2/17/2025 13:58,1223,240.05,0.087,12,5.583,49.7,0.58,42.1
2/17/2025 13:59,1224,240.05,0.088,12.3,17.236,49.79,0.58,42.1
2/18/2025 8:00,1225,240.05,0.125,19.2,28.502,49.68,0.64,42.1
2/18/2025 8:01,1226,240.08,0.139,21.1,34.625,49.7,0.63,42.1
2/18/2025 8:02,1227,240.1,0.045,7.8,11.442,50.29,0.72,42.2
2/18/2025 8:03,1228,240.1,0.048,8.6,44.682,50.16,0.74,42.2
2/18/2025 8:04,1229,240.12,0.104,13.9,42.07,49.59,0.56,42.2
2/18/2025 8:05,1230,240.12,0.091,14.7,42.28,50.23,0.68,42.2
2/18/2025 8:06,1231,240.14,0.124,22.8,25.584,49.67,0.76,55.08793094
2/18/2025 8:07,1232,240.15,0.059,7.2,53.694,49.84,0.51,55.18017514
2/18/2025 8:08,1233,240.18,0.133,23.5,44.368,49.82,0.73,55.22039153
2/18/2025 8:09,1234,240.19,0.106,23.6,43.071,49.88,0.93,55.29776433
2/18/2025 8:10,1235,240.21,0.038,6,34.93,49.64,0.66,55.37296428
2/18/2025 8:11,1236,240.23,0.108,18.4,21.318,50.35,0.71,55.39767018
2/18/2025 8:12,1237,240.26,0.046,6.4,37.556,50.06,0.59,55.51865961
2/18/2025 8:13,1238,240.26,0.067,8.1,43.91,50.24,0.5,55.41506511
2/18/2025 8:14,1239,240.28,0.083,10.7,12.671,50.45,0.53,55.54796315
2/18/2025 8:15,1240,240.28,0.07,15.6,39.817,50.35,0.93,55.54082701
2/18/2025 8:16,1241,240.29,0.065,7.7,47.869,49.73,0.49,55.58092691
2/18/2025 8:17,1242,240.3,0.138,24.2,18.067,49.91,0.73,55.69015958
2/18/2025 8:18,1243,240.3,0.04,7.9,23.711,50.13,0.82,55.68091985
2/18/2025 8:19,1244,240.3,0.04,4.9,44.34,49.76,0.51,55.60743431
2/18/2025 8:20,1245,240.31,0.025,5.4,4.266,49.95,0.89,55.78071213
2/18/2025 8:21,1246,240.32,0.065,9.6,39.338,49.83,0.61,55.92268487
2/18/2025 8:22,1247,240.32,0.069,8.7,47.824,50.47,0.53,55.83231363
2/18/2025 8:23,1248,240.33,0.035,8.2,4.454,49.66,0.98,55.930263
2/18/2025 8:24,1249,240.34,0.133,24.7,41.73,50.34,0.77,55.97613037
2/18/2025 8:25,1250,240.35,0.036,8.3,26.787,49.98,0.95,56.00007221
2/18/2025 8:26,1251,240.36,0.086,14.2,40.669,50.22,0.68,56.02446936
2/18/2025 8:27,1252,240.39,0.055,12,42.739,50.05,0.92,56.084861
2/18/2025 8:28,1253,240.41,0.09,12.8,19.019,49.55,0.59,56.21145565
2/18/2025 8:29,1254,240.41,0.06,10.3,27.528,50.15,0.72,56.20562099
2/18/2025 8:30,1255,240.41,0.032,6.6,32.627,50.14,0.86,56.16259374
2/18/2025 8:31,1256,240.41,0.125,26.9,40.269,50.47,0.9,56.11744606
2/18/2025 8:32,1257,240.41,0.023,2.9,52.666,49.71,0.51,56.09875958
2/18/2025 8:33,1258,240.42,0.087,12.5,22.748,50.29,0.6,56.27092437
2/18/2025 8:34,1259,240.46,0.041,5.9,23.674,49.52,0.6,56.32676375
2/18/2025 8:35,1260,240.48,0.057,9.1,27.891,50.02,0.66,56.3550068
2/18/2025 8:36,1261,240.48,0.052,8.7,47.372,50.42,0.69,56.34106782
2/18/2025 8:37,1262,240.49,0.134,31.3,47.439,50.21,0.97,56.39962294
2/18/2025 8:38,1263,240.5,0.024,2.7,0.735,50.3,0.46,56.5163206
2/18/2025 8:39,1264,240.5,0.118,25.4,41.275,50,0.9,56.45120602
2/18/2025 8:40,1265,240.5,0.091,9.5,51.394,49.64,0.43,56.40316918
2/18/2025 8:41,1266,240.51,0.058,6.4,11.172,49.94,0.46,56.57192663
2/18/2025 8:42,1267,240.51,0.087,15.1,15.351,49.72,0.72,56.53860611
2/18/2025 8:43,1268,240.54,0.086,11.4,24.861,49.57,0.55,56.6136667
2/18/2025 8:44,1269,240.55,0.123,26.9,24.429,49.79,0.91,56.62406524
2/18/2025 8:45,1270,240.56,0.141,16.3,51.41,49.97,0.48,56.62884022
2/18/2025 8:46,1271,240.57,0.048,11.2,10.247,49.55,0.97,56.63153431
2/18/2025 8:47,1272,240.61,0.092,17.4,9.739,50.2,0.79,56.74503216
2/18/2025 8:48,1273,240.64,0.132,26,7.829,49.59,0.81,56.78219458
2/18/2025 8:49,1274,240.64,0.142,28.2,48.839,50.13,0.82,56.7471126
2/18/2025 8:50,1275,240.66,0.046,8.1,41.455,49.72,0.73,56.78887284
2/18/2025 8:51,1276,240.69,0.082,15.4,24.779,49.77,0.78,56.82713306
2/18/2025 8:52,1277,240.7,0.058,9.6,45.584,50.19,0.69,56.84656453
2/18/2025 8:53,1278,240.76,0.089,11,43.866,49.67,0.52,56.86034075
2/18/2025 8:54,1279,240.77,0.136,22,0.188,49.52,0.67,56.86580592
2/18/2025 8:55,1280,240.78,0.082,17.7,48.984,49.64,0.89,56.86843062
2/18/2025 8:56,1281,240.8,0.092,14.7,33.262,49.76,0.67,56.91334941
2/18/2025 8:57,1282,240.8,0.02,3.1,43.08,49.59,0.66,56.89792267
2/18/2025 8:58,1283,240.86,0.132,23.8,26.909,50.23,0.75,56.93025733
2/18/2025 8:59,1284,240.86,0.088,10.2,42.586,50.01,0.48,56.9236735
2/18/2025 9:00,1285,240.89,0.09,18.2,27.937,50.27,0.84,56.97055495
2/18/2025 9:01,1286,240.92,0.129,20.8,41.042,49.57,0.67,56.97927923
2/18/2025 9:02,1287,240.98,0.044,6.4,1.821,49.9,0.6,57.00064759
2/18/2025 9:03,1288,240.99,0.097,18.4,29.544,49.68,0.79,57.07838452
2/18/2025 9:04,1289,241.02,0.087,12.9,31.929,49.95,0.62,57.08939087
2/18/2025 9:05,1290,241.03,0.088,9.1,3.516,50.13,0.43,57.11264956
2/18/2025 9:06,1291,241.04,0.102,23.9,20.032,50.13,0.97,57.15019022
2/18/2025 9:07,1292,241.04,0.142,25.9,36.187,50.31,0.76,57.13256064
2/18/2025 9:08,1293,241.06,0.072,13.4,51.322,49.82,0.78,57.1563135
2/18/2025 9:09,1294,241.07,0.08,18.6,12.436,50.1,0.97,57.18307299
2/18/2025 9:10,1295,241.1,0.125,13.4,12.569,50.47,0.44,57.32830999
2/18/2025 9:11,1296,241.1,0.065,9.7,23.949,49.79,0.62,57.28695791
2/18/2025 9:12,1297,241.11,0.051,10.4,37.834,50.27,0.84,57.3877267
2/18/2025 9:13,1298,241.13,0.11,11.6,38.333,49.71,0.44,57.47078188
2/18/2025 9:14,1299,241.17,0.127,26.2,35.483,49.66,0.85,57.49308559
2/18/2025 9:15,1300,241.18,0.138,13.8,15.957,49.89,0.42,57.51540672
2/18/2025 9:16,1301,241.18,0.054,6.8,23.026,50.05,0.52,57.51237625
2/18/2025 9:17,1302,241.19,0.04,8.3,14.33,50.46,0.87,57.70658096
2/18/2025 9:18,1303,241.19,0.102,23.7,38.411,50.24,0.96,57.55326872
2/18/2025 9:19,1304,241.19,0.064,13.4,39.547,49.94,0.87,57.51550731
2/18/2025 9:20,1305,241.2,0.051,8.9,5.758,49.97,0.72,57.71603531
2/18/2025 9:21,1306,241.21,0.042,7.7,34.6,49.93,0.75,57.7306206
2/18/2025 9:22,1307,241.24,0.127,26.1,51.446,50.45,0.85,57.74123832
2/18/2025 9:23,1308,241.25,0.062,13.7,32.92,49.7,0.92,57.81967791
2/18/2025 9:24,1309,241.25,0.023,5.1,54.802,50.02,0.92,57.79274484
2/18/2025 9:25,1310,241.26,0.061,6.6,40.415,49.86,0.45,57.85213301
2/18/2025 9:26,1311,241.26,0.072,15.9,48.205,50.17,0.91,57.82456289
2/18/2025 9:27,1312,241.27,0.036,3.7,28.717,50.2,0.43,57.88237856
2/18/2025 9:28,1313,241.31,0.128,23.8,17.177,49.81,0.77,57.94048692
2/18/2025 9:29,1314,241.31,0.022,5.1,21.633,50.2,0.97,57.93947292
2/18/2025 9:30,1315,241.31,0.142,20.8,34.223,49.92,0.61,57.88775891
2/18/2025 9:31,1316,241.33,0.038,7,39.432,50.24,0.77,57.98548648
2/18/2025 9:32,1317,241.34,0.141,20.3,42.091,49.8,0.6,58.028723
2/18/2025 9:33,1318,241.35,0.02,4.5,34.604,50.15,0.92,58.09349286
2/18/2025 9:34,1319,241.37,0.03,3.4,20.588,49.97,0.47,58.1538535
2/18/2025 9:35,1320,241.38,0.091,14.9,19.426,49.98,0.68,58.18852927
2/18/2025 9:36,1321,241.43,0.02,4,23.806,50.18,0.84,58.28251977
2/18/2025 9:37,1322,241.45,0.094,17.1,7.914,49.86,0.75,58.29411605
2/18/2025 9:38,1323,241.46,0.045,10.6,21.805,49.72,0.97,58.32492621
2/18/2025 9:39,1324,241.47,0.126,13.1,5.749,49.62,0.43,58.3906464
2/18/2025 9:40,1325,241.47,0.084,9,18.009,50.49,0.44,58.36578254
2/18/2025 9:41,1326,241.48,0.114,24.3,48.386,49.94,0.88,58.45783646
2/18/2025 9:42,1327,241.52,0.109,17.3,28.816,49.5,0.65,58.56536462
2/18/2025 9:43,1328,241.59,0.112,18.3,30.657,50.18,0.67,58.60233474
2/18/2025 9:44,1329,241.6,0.112,18.5,52.11,49.68,0.69,58.68904363
2/18/2025 9:45,1330,241.62,0.126,14.2,15.459,49.59,0.47,58.81149217
2/18/2025 9:46,1331,241.63,0.04,4.6,43.147,49.96,0.47,58.84430601
2/18/2025 9:47,1332,241.64,0.143,29.3,19.225,49.79,0.85,58.86743675
2/18/2025 9:48,1333,241.65,0.116,20.1,11.151,49.87,0.71,58.88486718
2/18/2025 9:49,1334,241.66,0.139,18.2,43.106,49.91,0.54,58.88839955
2/18/2025 9:50,1335,241.67,0.029,6.9,13.656,49.91,0.97,58.91020347
2/18/2025 9:51,1336,241.68,0.066,10.6,4.168,49.83,0.66,58.99525265
2/18/2025 9:52,1337,241.68,0.052,6.9,37.563,50.17,0.55,58.94502943
2/18/2025 9:53,1338,241.69,0.073,11,12.744,50.43,0.62,59.19552636
2/18/2025 9:54,1339,241.69,0.024,5.4,20.414,49.89,0.93,59.13627941
2/18/2025 9:55,1340,241.69,0.122,19.6,39.961,50.04,0.67,59.13466074
2/18/2025 9:56,1341,241.69,0.027,2.8,54.441,50.09,0.43,59.0657801
2/18/2025 9:57,1342,241.73,0.125,23,26.145,49.88,0.76,59.20541493
2/18/2025 9:58,1343,241.75,0.107,19.1,28.009,50.34,0.74,59.2672619
2/18/2025 9:59,1344,241.77,0.128,14.4,50.768,49.69,0.47,59.40746669
2/18/2025 10:00,1345,241.79,0.048,7.3,8.4,50,0.63,59.49433223
2/18/2025 10:01,1346,241.8,0.106,23.5,20.354,50.08,0.92,59.49925146
2/18/2025 10:02,1347,241.82,0.062,8.7,44.81,49.52,0.58,59.56125728
2/18/2025 10:03,1348,241.83,0.077,14.8,27.626,50.02,0.8,59.564173
2/18/2025 10:04,1349,241.84,0.116,17.1,29.936,49.82,0.61,59.66179183
2/18/2025 10:05,1350,241.86,0.038,4.3,38.812,49.58,0.47,59.66433977
2/18/2025 10:06,1351,241.91,0.124,14.1,31.205,49.54,0.47,59.84753916
2/18/2025 10:07,1352,241.91,0.083,16.2,40.823,49.62,0.8,59.81966921
2/18/2025 10:08,1353,241.94,0.124,25.2,32.24,49.88,0.84,59.86871308
2/18/2025 10:09,1354,241.94,0.023,3,54.372,49.85,0.54,59.86252734
2/18/2025 10:10,1355,241.98,0.083,19.1,51.296,49.58,0.95,59.87232206
2/18/2025 10:11,1356,241.99,0.135,20.2,10.914,50.31,0.62,59.92162144
2/18/2025 10:12,1357,242.02,0.036,8.2,5.888,49.77,0.93,59.95169974
2/18/2025 10:13,1358,242.05,0.04,5.6,22.67,49.51,0.58,59.99538563
2/18/2025 10:14,1359,242.05,0.097,19.4,46.255,49.99,0.83,59.95698229
